ACCOUNT_NO,REFNO,BILLDT_A,MonthsDiff,am
101678496,1004413242,12/31/2018,3,49.07
3021762,1004190722,12/31/2018,3,64.07
99090910,1004459507,12/31/2018,3,18
97548984,1004027745,12/31/2018,3,8
100096785,1004034273,12/31/2018,3,32
71510760,1004276307,12/31/2018,3,14
63482824,1004266014,12/31/2018,3,11
96371900,1004115634,12/31/2018,3,12
32492832,1004186142,12/31/2018,3,11
60748230,1003965025,12/31/2018,3,15
97842345,1004485951,12/31/2018,3,15
99437960,1004280135,12/31/2018,3,18
98287140,1004042634,12/31/2018,3,16.5
96710720,1004336800,12/31/2018,3,11
7080268,1003975471,12/31/2018,3,62.625
63674221,1004375052,12/31/2018,3,51.675
96949417,1004216306,12/31/2018,3,12.5
98905971,1004511090,12/31/2018,3,111.18
1193302,1004098848,12/31/2018,3,74.255
99585730,1003976817,12/31/2018,3,23
97095217,1004477715,12/31/2018,3,14
98848793,1004271603,12/31/2018,3,18
62259441,1004155425,12/31/2018,3,18
61613708,1004509214,12/31/2018,3,15
74730332,1004317418,12/31/2018,3,39
99740280,1004398700,12/31/2018,3,18
96635940,1004019436,12/31/2018,3,11
99601163,1004187713,12/31/2018,3,18
1765358,1004180188,12/31/2018,3,81.515
97074780,1004123923,12/31/2018,3,12.5
88338046,1004053422,12/31/2018,3,39
20583102,1004161561,12/31/2018,3,16.5
30744696,1004401131,12/31/2018,3,11
81331060,1004278359,12/31/2018,3,26.4
99991779,1004087724,12/31/2018,3,18
87306864,1004079984,12/31/2018,3,18
29896502,1004128194,12/31/2018,3,14
97752630,1004212055,12/31/2018,3,12
97590680,1004457297,12/31/2018,3,6
98121686,1004363622,12/31/2018,3,79.8
5517059,1004143467,12/31/2018,3,69.395
12974468,1004073769,12/31/2018,3,33.5
2905590,1004505292,12/31/2018,3,84.73
97009490,1004312252,12/31/2018,3,11
57028308,1004368397,12/31/2018,3,18
96207577,1004408611,12/31/2018,3,11
98706974,1004083114,12/31/2018,3,11
100383830,1004034307,12/31/2018,3,32
34171540,1003982199,12/31/2018,3,10
98778195,1004167487,12/31/2018,3,15
99584116,1004187711,12/31/2018,3,15
46648148,1004186053,12/31/2018,3,13
97752216,1004398431,12/31/2018,3,12
31679961,1003975129,12/31/2018,3,12
80410972,1004049051,12/31/2018,3,1
93414407,1004461024,12/31/2018,3,61.665
98967502,1004475871,12/31/2018,3,18
99035212,1004143107,12/31/2018,3,31
97978310,1004224580,12/31/2018,3,15
97364629,1004222862,12/31/2018,3,11
98597279,1004481981,12/31/2018,3,18
8078087,1004336920,12/31/2018,3,12
22133770,1004521449,12/31/2018,3,11
60768423,1004051553,12/31/2018,3,30.8
100024312,1004224870,12/31/2018,3,18
62119199,1004268431,12/31/2018,3,17.45
81410499,1004297148,12/31/2018,3,11
58445055,1004008470,12/31/2018,3,59.98
67873406,1004221184,12/31/2018,3,20
99670549,1004347917,12/31/2018,3,15
17354705,1004046936,12/31/2018,3,28.9
98452769,1004345282,12/31/2018,3,10
99300588,1004441142,12/31/2018,3,11
94283497,1004162508,12/31/2018,3,134
98836705,1004271596,12/31/2018,3,18
64836540,1004240281,12/31/2018,3,44
60484240,1004126699,12/31/2018,3,11
51168777,1004468249,12/31/2018,3,11
63096780,1004388897,12/31/2018,3,15
95797609,1004442704,12/31/2018,3,10
57343160,1004233316,12/31/2018,3,16.5
9841234,1004312582,12/31/2018,3,186.31
55604663,1004169747,12/31/2018,3,18
98499828,1004325359,12/31/2018,3,15
97700162,1004481888,12/31/2018,3,12
56907497,1004284405,12/31/2018,3,12
95847972,1003994749,12/31/2018,3,12
99427989,1004363827,12/31/2018,3,18
73956776,1004001789,12/31/2018,3,18
98020389,1004007850,12/31/2018,3,80.085
66109991,1004519535,12/31/2018,3,29
87353271,1004264345,12/31/2018,3,15
95663186,1004529495,12/31/2018,3,51
69811921,1004507484,12/31/2018,3,10
71357063,1004472352,12/31/2018,3,18
58193716,1003973762,12/31/2018,3,57.5
98736450,1004308681,12/31/2018,3,18
99655664,1004478016,12/31/2018,3,18
100006425,1004459631,12/31/2018,3,35
41258356,1004517990,12/31/2018,3,65.315
56739205,1004392941,12/31/2018,3,11
92765816,1004485495,12/31/2018,3,6
100012024,1003997352,12/31/2018,3,18
93776263,1004178943,12/31/2018,3,61.665
99410151,1004245051,12/31/2018,3,18
6125827,1004292983,12/31/2018,3,37.095
68224941,1004167670,12/31/2018,3,18
97260587,1004363536,12/31/2018,3,12
7013267,1004403473,12/31/2018,3,85.05
100172453,1004441265,12/31/2018,3,15
98795545,1004481998,12/31/2018,3,18
98792143,1004085388,12/31/2018,3,18
61317305,1004134995,12/31/2018,3,18
96951473,1004037887,12/31/2018,3,14
98658529,1003995055,12/31/2018,3,17
67181107,1004492775,12/31/2018,3,9
96287410,1004216212,12/31/2018,3,10
68499814,1004100543,12/31/2018,3,70.845
100447272,1004038323,12/31/2018,3,19
85669416,1004525780,12/31/2018,3,31
5901777,1004051267,12/31/2018,3,29.4
6623130,1004129134,12/31/2018,3,28.16
95749354,1004218009,12/31/2018,3,180
89370053,1004002529,12/31/2018,3,50.5
55050566,1004110373,12/31/2018,3,81.98
64752768,1004200681,12/31/2018,3,6.83
68947800,1004515434,12/31/2018,3,11
93776901,1004358042,12/31/2018,3,61.665
58004919,1003993605,12/31/2018,3,18.5
99636750,1004525204,12/31/2018,3,32
73526393,1004269261,12/31/2018,3,55
24145270,1004472333,12/31/2018,3,17
11530819,1004285577,12/31/2018,3,11
98100282,1004336978,12/31/2018,3,14
84406586,1004441692,12/31/2018,3,9
99049636,1004062734,12/31/2018,3,18
100028512,1004034262,12/31/2018,3,18
96151584,1004338894,12/31/2018,3,11
89524275,1004356657,12/31/2018,3,25.42
95204398,1004490436,12/31/2018,3,180
97320493,1004007763,12/31/2018,3,11.9
100040573,1004406858,12/31/2018,3,26
68683182,1004438342,12/31/2018,3,96.355
25276104,1004413020,12/31/2018,3,14
74512870,1004084825,12/31/2018,3,9
99893198,1004463722,12/31/2018,3,26
11236656,1004026388,12/31/2018,3,10
6478499,1004061550,12/31/2018,3,81.13
68706315,1004386999,12/31/2018,3,59.425
93478665,1004512977,12/31/2018,3,71.25
84039899,1004413656,12/31/2018,3,59.77
96738560,1004465621,12/31/2018,3,11
97105673,1004442840,12/31/2018,3,11
95443563,1004510696,12/31/2018,3,180
53379603,1004300576,12/31/2018,3,42
95442716,1004457091,12/31/2018,3,164
100115913,1004363931,12/31/2018,3,18
33130048,1004143717,12/31/2018,3,70.71
2014520,1004092396,12/31/2018,3,45.06
96830049,1004485827,12/31/2018,3,12
98013014,1004398470,12/31/2018,3,15
66408945,1004198581,12/31/2018,3,64.085
100140130,1004506752,12/31/2018,3,15
68106919,1004046959,12/31/2018,3,11
98037833,1004485973,12/31/2018,3,15
99503530,1004167598,12/31/2018,3,17
95805813,1004463208,12/31/2018,3,10
99254244,1003981154,12/31/2018,3,39
99040104,1004089342,12/31/2018,3,11
34867820,1004058522,12/31/2018,3,20.5
98527903,1004200453,12/31/2018,3,17
93527524,1004219842,12/31/2018,3,18
92316712,1004034369,12/31/2018,3,29
57216484,1003969117,12/31/2018,3,14
98853867,1004394529,12/31/2018,3,31
97983901,1004502401,12/31/2018,3,25.5
98859481,1003972561,12/31/2018,3,21
97399917,1004132182,12/31/2018,3,11
7133560,1004434488,12/31/2018,3,12
19654613,1004261912,12/31/2018,3,15
47658642,1004078085,12/31/2018,3,17
98673403,1004378076,12/31/2018,3,18
61728380,1004173855,12/31/2018,3,76.085
22824960,1004522410,12/31/2018,3,31.73
93795622,1004389865,12/31/2018,3,34.2
74844568,1004223182,12/31/2018,3,115.615
97132986,1004066549,12/31/2018,3,54.98
27098230,1004157467,12/31/2018,3,18
98533137,1004062664,12/31/2018,3,18
97578060,1004130156,12/31/2018,3,9
97509140,1004179295,12/31/2018,3,9
66171891,1004354152,12/31/2018,3,16
99554252,1004398672,12/31/2018,3,18
88105854,1004252207,12/31/2018,3,46.54
100003503,1004363917,12/31/2018,3,18
16364727,1004010001,12/31/2018,3,17
94305444,1003960807,12/31/2018,3,134
100051509,1004120201,12/31/2018,3,18
98799770,1004461574,12/31/2018,3,32
99434076,1004032037,12/31/2018,3,17
42459540,1004292188,12/31/2018,3,12
73050880,1004120679,12/31/2018,3,10
6687740,1003982138,12/31/2018,3,19
53206393,1004507230,12/31/2018,3,11
97876057,1004222918,12/31/2018,3,15
52526136,1004300607,12/31/2018,3,18.9
7111083,1004411883,12/31/2018,3,184.455
100317250,1004220555,12/31/2018,3,32
22361534,1004292697,12/31/2018,3,49.21
60420893,1004422112,12/31/2018,3,52.41
83534350,1004135048,12/31/2018,3,18
98985528,1004187633,12/31/2018,3,35
61968304,1004075520,12/31/2018,3,17
99437387,1004072975,12/31/2018,3,15
71686733,1004426244,12/31/2018,3,10
99832252,1004441225,12/31/2018,3,67.465
98447506,1004158880,12/31/2018,3,29
97075863,1004538627,12/31/2018,3,9
43038580,1004113179,12/31/2018,3,1
67967474,1004376640,12/31/2018,3,48.01
65724355,1004401146,12/31/2018,3,15
50480807,1004108306,12/31/2018,3,17
98963077,1004453380,12/31/2018,3,15
50236829,1003981409,12/31/2018,3,11
96642725,1004537443,12/31/2018,3,11
67695700,1004533771,12/31/2018,3,15
93099861,1004286281,12/31/2018,3,29
96689304,1004408667,12/31/2018,3,11.5
65934143,1004141140,12/31/2018,3,17
99851325,1004212325,12/31/2018,3,14.5
71770082,1004060406,12/31/2018,3,131.9
82614374,1004172684,12/31/2018,3,20.25
69586329,1003991977,12/31/2018,3,46
97628098,1004115784,12/31/2018,3,11
96553236,1004179160,12/31/2018,3,15.5
96192094,1004211864,12/31/2018,3,11
98986119,1004005374,12/31/2018,3,17
98769480,1004019679,12/31/2018,3,26
99489077,1004032046,12/31/2018,3,15
67005410,1004447795,12/31/2018,3,53.505
95479480,1004332643,12/31/2018,3,13
100149029,1003980967,12/31/2018,3,15
72090005,1004293297,12/31/2018,3,12
98552946,1004378051,12/31/2018,3,16.5
91674220,1004501785,12/31/2018,3,85.725
68452640,1004352031,12/31/2018,3,31
99774793,1004032094,12/31/2018,3,29
94305778,1004353527,12/31/2018,3,134
28902488,1004523204,12/31/2018,3,16.5
4675733,1003961753,12/31/2018,3,63.385
102118115,1004496697,12/31/2018,3,109.015
96277373,1004046054,12/31/2018,3,9
98761729,1004481995,12/31/2018,3,35
5149216,1004280903,12/31/2018,3,49.765
97008345,1004459273,12/31/2018,3,10.5
93335155,1004007385,12/31/2018,3,16.5
98430555,1004208060,12/31/2018,3,18
10161764,1004474387,12/31/2018,3,18
60451350,1004492785,12/31/2018,3,8
94963976,1004167090,12/31/2018,3,119
99041972,1004150798,12/31/2018,3,17
93780771,1004247406,12/31/2018,3,46.5
85568703,1004465662,12/31/2018,3,44.165
98492627,1004236677,12/31/2018,3,35
1136689,1004389148,12/31/2018,3,58.36
99025309,1004197906,12/31/2018,3,11
5898869,1004110748,12/31/2018,3,16.5
82579040,1003990533,12/31/2018,3,25
79971763,1004419713,12/31/2018,3,14
62896787,1004200797,12/31/2018,3,16.98
98618672,1004312472,12/31/2018,3,42
28872897,1004088567,12/31/2018,3,67.1
97135392,1004537512,12/31/2018,3,11
99569620,1004195886,12/31/2018,3,18
70741840,1004227407,12/31/2018,3,29
60473526,1004038760,12/31/2018,3,51.525
74896337,1004536497,12/31/2018,3,25.25
58271557,1004329864,12/31/2018,3,18
66838575,1003989908,12/31/2018,3,21.43
94834660,1004167076,12/31/2018,3,170
96313493,1003976405,12/31/2018,3,11
57041982,1004276767,12/31/2018,3,65.66
1715902,1004280868,12/31/2018,3,62.1
97872441,1004224570,12/31/2018,3,16.5
99568627,1004032063,12/31/2018,3,18
96875770,1004064500,12/31/2018,3,11
99739940,1004378212,12/31/2018,3,29
56621309,1004227165,12/31/2018,3,11
99551512,1004475954,12/31/2018,3,14
92598961,1004455658,12/31/2018,3,39
56011131,1004386909,12/31/2018,3,14
97478880,1004398395,12/31/2018,3,10
48061992,1004284461,12/31/2018,3,30.92
96370919,1004181194,12/31/2018,3,7
1378077,1004410209,12/31/2018,3,59.48
99087390,1004502537,12/31/2018,3,18
94735438,1004416711,12/31/2018,3,133
81461914,1004001081,12/31/2018,3,28.25
97038180,1004320533,12/31/2018,3,0.9
98874822,1004138570,12/31/2018,3,35
97974456,1004459374,12/31/2018,3,12
67167676,1004151648,12/31/2018,3,26
98671868,1004118230,12/31/2018,3,21
98874007,1004177399,12/31/2018,3,11
98700352,1003980750,12/31/2018,3,18
96882694,1004248857,12/31/2018,3,9
56661563,1004010008,12/31/2018,3,15
98413909,1004312441,12/31/2018,3,14
4567330,1004035113,12/31/2018,3,93
89533318,1004486926,12/31/2018,3,18
100168590,1004116126,12/31/2018,3,21
99530259,1004335165,12/31/2018,3,18
6901920,1004280851,12/31/2018,3,99.11
98500170,1004373949,12/31/2018,3,15
99464937,1004285986,12/31/2018,3,15
99991883,1004316805,12/31/2018,3,18
100061760,1004496521,12/31/2018,3,39
42311986,1004311034,12/31/2018,3,9
101009367,1004116214,12/31/2018,3,29
97142335,1004465675,12/31/2018,3,11
99018287,1004417136,12/31/2018,3,11
81922670,1004391037,12/31/2018,3,11
99446959,1004417197,12/31/2018,3,17
2359352,1004131604,12/31/2018,3,2.84E-14
68980590,1004425895,12/31/2018,3,63.35
50340943,1004098076,12/31/2018,3,17
50421967,1004515301,12/31/2018,3,11
98750707,1004484023,12/31/2018,3,17
69478600,1004208870,12/31/2018,3,140.16
96000624,1004351858,12/31/2018,3,12
4681812,1004034760,12/31/2018,3,18
87920347,1004094471,12/31/2018,3,25.5
96699360,1004419331,12/31/2018,3,10.5
97816220,1004481903,12/31/2018,3,15
99674919,1004398691,12/31/2018,3,14
67562127,1004527719,12/31/2018,3,11
99754794,1004003621,12/31/2018,3,18
4029150,1004364952,12/31/2018,3,29.905
99254566,1004453424,12/31/2018,3,18
56801750,1004190241,12/31/2018,3,11
56750316,1004153374,12/31/2018,3,15
99609964,1004179548,12/31/2018,3,18
95354001,1004465465,12/31/2018,3,164
94909039,1004324951,12/31/2018,3,19
98681680,1004267934,12/31/2018,3,34
42336077,1004397044,12/31/2018,3,11
60789748,1004306945,12/31/2018,3,11
98571310,1004398539,12/31/2018,3,35
99535609,1004181554,12/31/2018,3,18
41266560,1004341898,12/31/2018,3,-1.11E-15
7562240,1004470673,12/31/2018,3,40.61
33640191,1004521405,12/31/2018,3,12
56880017,1004227238,12/31/2018,3,154.425
6341767,1004397275,12/31/2018,3,53.51
100102270,1004271759,12/31/2018,3,15
98671911,1004441439,12/31/2018,3,39
98332144,1004459414,12/31/2018,3,18
66528963,1004538836,12/31/2018,3,18
98224050,1004027823,12/31/2018,3,16.5
54329231,1004531744,12/31/2018,3,14
47675846,1004099809,12/31/2018,3,31
3959831,1004173993,12/31/2018,3,24.2
98792301,1004325391,12/31/2018,3,18
14516196,1004333650,12/31/2018,3,11
97739625,1004334941,12/31/2018,3,12
74059063,1004388863,12/31/2018,3,19.5
97973944,1004050527,12/31/2018,3,12
97351519,1004054980,12/31/2018,3,11
5242472,1004131219,12/31/2018,3,76.8
93817423,1004327194,12/31/2018,3,61.665
86001541,1004489007,12/31/2018,3,18
99360860,1004280119,12/31/2018,3,10
31924608,1004194072,12/31/2018,3,17
98661103,1004363688,12/31/2018,3,15
98163565,1004524997,12/31/2018,3,11
43129286,1004386811,12/31/2018,3,0.9
65146463,1004443999,12/31/2018,3,136.46
96227771,1004502180,12/31/2018,3,11
96391820,1004285597,12/31/2018,3,8
69921891,1004270064,12/31/2018,3,9
64680381,1004043589,12/31/2018,3,25.25
99657247,1004333143,12/31/2018,3,18
42607279,1004186144,12/31/2018,3,17
93755879,1004538306,12/31/2018,3,61.665
99482587,1004083206,12/31/2018,3,16.5
96319896,1004406398,12/31/2018,3,11
70601896,1004098019,12/31/2018,3,152
60046235,1004297220,12/31/2018,3,9
95113368,1004432920,12/31/2018,3,138
94229673,1004253596,12/31/2018,3,31
44744924,1003957689,12/31/2018,3,21.61
65360138,1004534872,12/31/2018,3,104.025
99552085,1003989358,12/31/2018,3,15
96876554,1004089066,12/31/2018,3,11
85648840,1004530173,12/31/2018,3,33.5
92158742,1004421302,12/31/2018,3,43.2
80689231,1004325499,12/31/2018,3,25.5
99668488,1004263498,12/31/2018,3,18
46551694,1004294677,12/31/2018,3,18
25748993,1004523212,12/31/2018,3,11
100424685,1004218721,12/31/2018,3,59
97316805,1004485892,12/31/2018,3,11
64759350,1004153668,12/31/2018,3,23.03
98322576,1004005286,12/31/2018,3,15
98010414,1003994971,12/31/2018,3,19
7142110,1004087915,12/31/2018,3,72.725
98330860,1004200429,12/31/2018,3,18
97199680,1004510881,12/31/2018,3,12
5641020,1004410266,12/31/2018,3,23.475
92597464,1004045747,12/31/2018,3,16.5
98483341,1004179399,12/31/2018,3,15
99447411,1004120118,12/31/2018,3,18
97295139,1004398385,12/31/2018,3,11
97393319,1004091968,12/31/2018,3,20
99092244,1004341238,12/31/2018,3,18
97777250,1004377949,12/31/2018,3,11
93189333,1004204449,12/31/2018,3,20
96989804,1004377865,12/31/2018,3,9
94900644,1004077130,12/31/2018,3,143
71376197,1004025029,12/31/2018,3,65.65
97668412,1004195648,12/31/2018,3,11
42036320,1004016169,12/31/2018,3,16.5
91518684,1004095562,12/31/2018,3,67.145
14127362,1004323369,12/31/2018,3,14
55135791,1004102238,12/31/2018,3,11
99652274,1004511202,12/31/2018,3,15
99455730,1004390458,12/31/2018,3,18
50014778,1004253647,12/31/2018,3,12.4
70919690,1004225296,12/31/2018,3,39
78647186,1004135084,12/31/2018,3,32.54
98249514,1003995009,12/31/2018,3,17
52589109,1004201426,12/31/2018,3,9
98681588,1004402863,12/31/2018,3,35
7224424,1004411763,12/31/2018,3,13.91
69608313,1004473139,12/31/2018,3,14.49
95832014,1003960905,12/31/2018,3,12
97437621,1004308528,12/31/2018,3,14
99456059,1004177477,12/31/2018,3,18
93228983,1004123536,12/31/2018,3,8
69498489,1004426022,12/31/2018,3,126.9
30764002,1004053020,12/31/2018,3,18
88823957,1004161801,12/31/2018,3,14
7984560,1004447775,12/31/2018,3,18
89990705,1004082874,12/31/2018,3,20.25
101897200,1003972919,12/31/2018,3,44.7
29361436,1004143184,12/31/2018,3,11.5
55460902,1004011894,12/31/2018,3,15
98170673,1004167389,12/31/2018,3,11
89332131,1004401416,12/31/2018,3,31
95441610,1004066412,12/31/2018,3,158
58403516,1004225313,12/31/2018,3,14
85199448,1004425851,12/31/2018,3,35
19382194,1004064806,12/31/2018,3,11
17037037,1004477227,12/31/2018,3,17
97256535,1004440921,12/31/2018,3,10
86865183,1004444136,12/31/2018,3,15
28115442,1004474334,12/31/2018,3,58.145
42598722,1003979264,12/31/2018,3,46.38
99638885,1004505013,12/31/2018,3,18
2295337,1003977558,12/31/2018,3,48.57
79218222,1004286689,12/31/2018,3,122.165
100087164,1004341379,12/31/2018,3,18
96874685,1004398337,12/31/2018,3,9
99090880,1004443099,12/31/2018,3,11
92972366,1004153116,12/31/2018,3,10
17677440,1004187572,12/31/2018,3,16.5
75223430,1004122595,12/31/2018,3,14
93804660,1003994619,12/31/2018,3,59.585
53250989,1004360215,12/31/2018,3,11
97302510,1004304219,12/31/2018,3,11
99586782,1003997289,12/31/2018,3,14
64547917,1004071443,12/31/2018,3,15.4
97805920,1004347665,12/31/2018,3,11
4577050,1004290796,12/31/2018,3,50.435
99739677,1004486190,12/31/2018,3,15
82907638,1004082961,12/31/2018,3,20.25
67634345,1004491210,12/31/2018,3,1.5
13804339,1004046934,12/31/2018,3,70.255
96337850,1004320442,12/31/2018,3,11
94309218,1004296465,12/31/2018,3,9
26602441,1004428170,12/31/2018,3,149.315
98859584,1004453366,12/31/2018,3,18
98435164,1004285833,12/31/2018,3,21
25507072,1004370467,12/31/2018,3,15
80584263,1004441681,12/31/2018,3,11
85445599,1004006936,12/31/2018,3,25
41355015,1004445777,12/31/2018,3,17
99361152,1004081173,12/31/2018,3,11
98857630,1004337075,12/31/2018,3,18
49130705,1004354473,12/31/2018,3,9
93726806,1004353470,12/31/2018,3,59.585
65113743,1004079618,12/31/2018,3,47.01
71243392,1004055290,12/31/2018,3,65.1
100083250,1004502682,12/31/2018,3,41.5
33009340,1004047012,12/31/2018,3,10
98605677,1004042679,12/31/2018,3,18
90874080,1004079194,12/31/2018,3,16.5
99992310,1004363913,12/31/2018,3,15
99678779,1004308813,12/31/2018,3,29
99621423,1004453501,12/31/2018,3,32
63475870,1004012114,12/31/2018,3,0.5
97734391,1004122585,12/31/2018,3,12
34136332,1004021865,12/31/2018,3,15
100343909,1004050858,12/31/2018,3,18
99864836,1004263526,12/31/2018,3,16.5
82964129,1004116630,12/31/2018,3,144.4
9175453,1004089335,12/31/2018,3,16.5
99083516,1004175327,12/31/2018,3,18
100065363,1004191895,12/31/2018,3,14
51069337,1004245592,12/31/2018,3,12
52601365,1004513330,12/31/2018,3,18
98603917,1004443024,12/31/2018,3,18
98404490,1004398519,12/31/2018,3,15
77480016,1004268164,12/31/2018,3,17.5
63271655,1004073580,12/31/2018,3,17
37222739,1004426899,12/31/2018,3,20.25
98409128,1004146643,12/31/2018,3,9
94826249,1004312046,12/31/2018,3,57
6445330,1004176103,12/31/2018,3,0.4
99764891,1004333153,12/31/2018,3,32
96828377,1004442811,12/31/2018,3,11.5
100062015,1004441254,12/31/2018,3,14
95799333,1004033745,12/31/2018,3,9
44606760,1004257779,12/31/2018,3,9
99513160,1004003583,12/31/2018,3,18
6356187,1004092494,12/31/2018,3,61.775
95645482,1004181134,12/31/2018,3,9
97711391,1004119880,12/31/2018,3,11
71435049,1004254036,12/31/2018,3,31.5
85925263,1004507634,12/31/2018,3,58.15
98798674,1003972550,12/31/2018,3,17
66584231,1003991449,12/31/2018,3,13
42013264,1004213074,12/31/2018,3,42.82
75473896,1004464343,12/31/2018,3,56.635
5281593,1004240098,12/31/2018,3,100.86
55728522,1004202528,12/31/2018,3,18
100224246,1004308894,12/31/2018,3,14
88485067,1004135474,12/31/2018,3,9
100032163,1004345489,12/31/2018,3,17
98502268,1004167449,12/31/2018,3,17
97227857,1004339006,12/31/2018,3,10
80709930,1004069744,12/31/2018,3,11
97172996,1004334879,12/31/2018,3,11
99737450,1004339316,12/31/2018,3,26
98824144,1004128273,12/31/2018,3,18
73228606,1004374969,12/31/2018,3,66.39
67130150,1004498886,12/31/2018,3,10
100033880,1004443248,12/31/2018,3,18
79212372,1004042872,12/31/2018,3,9
98758720,1004089305,12/31/2018,3,18
88216123,1004329989,12/31/2018,3,17
67877278,1004161520,12/31/2018,3,15
97765909,1004440971,12/31/2018,3,11
81558545,1004016638,12/31/2018,3,17
94577195,1004408463,12/31/2018,3,8
98515925,1004538786,12/31/2018,3,18
94707844,1004174864,12/31/2018,3,156
32816777,1004494861,12/31/2018,3,18
89540724,1004174368,12/31/2018,3,14
98702099,1004378083,12/31/2018,3,17
96677016,1004527181,12/31/2018,3,12
94496778,1004216067,12/31/2018,3,91
99711783,1004187727,12/31/2018,3,18
96643183,1004267658,12/31/2018,3,12
96294413,1004289648,12/31/2018,3,8
92928080,1004454812,12/31/2018,3,51.1
99601606,1004457542,12/31/2018,3,18
97524270,1004394365,12/31/2018,3,11
42748756,1004170203,12/31/2018,3,17.895
98703663,1004443038,12/31/2018,3,25.5
7059735,1004381120,12/31/2018,3,23
95405677,1004013986,12/31/2018,3,10
99551482,1004486161,12/31/2018,3,15
98338924,1004490769,12/31/2018,3,16.5
21109618,1004311638,12/31/2018,3,45.17
98965633,1004477910,12/31/2018,3,16.5
99531823,1004304495,12/31/2018,3,15
28912111,1004310003,12/31/2018,3,104.965
96222128,1004197581,12/31/2018,3,11
67719351,1004222475,12/31/2018,3,38
64206830,1004098063,12/31/2018,3,18
66084301,1004370462,12/31/2018,3,14
79955265,1004085910,12/31/2018,3,28
97141367,1004003318,12/31/2018,3,11
59812060,1004509186,12/31/2018,3,49.855
99496458,1004333108,12/31/2018,3,18
48051330,1004356083,12/31/2018,3,14
98581480,1004259286,12/31/2018,3,18
99070947,1004118297,12/31/2018,3,31
99697427,1004085523,12/31/2018,3,26
96776778,1004082896,12/31/2018,3,11.5
32718706,1004472236,12/31/2018,3,90.81
63149606,1004018190,12/31/2018,3,14
54643120,1004261915,12/31/2018,3,16.5
52384810,1004431828,12/31/2018,3,12
98437136,1003961208,12/31/2018,3,68
96654235,1004488052,12/31/2018,3,12
98707462,1004347781,12/31/2018,3,18
33930223,1004343327,12/31/2018,3,15
65185766,1004490789,12/31/2018,3,33
99031759,1004419599,12/31/2018,3,18
97680151,1004236590,12/31/2018,3,12
95970836,1004197551,12/31/2018,3,8
99507160,1004477980,12/31/2018,3,18
72348471,1004200285,12/31/2018,3,9
99498303,1004021816,12/31/2018,3,15
93393775,1004087016,12/31/2018,3,31
98659649,1004212170,12/31/2018,3,18
99686442,1004232818,12/31/2018,3,18
98787184,1004406678,12/31/2018,3,19
62007154,1004200600,12/31/2018,3,21.45
46892564,1004104175,12/31/2018,3,9
99058376,1004504929,12/31/2018,3,16.5
98450554,1004208061,12/31/2018,3,21
98136460,1004195692,12/31/2018,3,15
97532344,1004398404,12/31/2018,3,9
7827260,1004089364,12/31/2018,3,31
27761680,1003975684,12/31/2018,3,10
97712358,1004312351,12/31/2018,3,14
95840606,1004023410,12/31/2018,3,9
99117198,1004130334,12/31/2018,3,15
96757050,1004414698,12/31/2018,3,9
95609490,1004481700,12/31/2018,3,102
72135712,1004325570,12/31/2018,3,18
99621137,1004478010,12/31/2018,3,32
99441070,1004236810,12/31/2018,3,15
99618990,1004441192,12/31/2018,3,18
98480121,1004437440,12/31/2018,3,15
87349759,1004354604,12/31/2018,3,48.2
100008150,1004403033,12/31/2018,3,21
64147241,1004104843,12/31/2018,3,69.645
84381772,1004515829,12/31/2018,3,54.195
2928670,1004362768,12/31/2018,3,52.69
52518723,1004331497,12/31/2018,3,0.05
98766430,1004289952,12/31/2018,3,18
96656153,1004345080,12/31/2018,3,12
99729908,1004525222,12/31/2018,3,12
98592609,1004378061,12/31/2018,3,18
44943106,1004311074,12/31/2018,3,10
58556795,1004319266,12/31/2018,3,11
98404416,1004483980,12/31/2018,3,29
99458895,1004347889,12/31/2018,3,15
68190980,1004237727,12/31/2018,3,13
60424862,1004374611,12/31/2018,3,66.05
96507354,1004087280,12/31/2018,3,8
47369565,1004096014,12/31/2018,3,18
71866516,1004401318,12/31/2018,3,50.845
96034490,1004480328,12/31/2018,3,20
6465195,1004114606,12/31/2018,3,82.97
4831871,1004180492,12/31/2018,3,48.565
43426116,1004126712,12/31/2018,3,14
82534056,1004106494,12/31/2018,3,31
59529623,1004257757,12/31/2018,3,10
91320410,1003966830,12/31/2018,3,19
71151424,1004472449,12/31/2018,3,27.4
18312330,1004023503,12/31/2018,3,11
49152490,1004075490,12/31/2018,3,9
62447877,1004241677,12/31/2018,3,18
97062613,1004340997,12/31/2018,3,11
94181974,1004087089,12/31/2018,3,148
69491136,1004008054,12/31/2018,3,12
7055651,1004454187,12/31/2018,3,153.465
61004388,1004391335,12/31/2018,3,34
49177590,1004235274,12/31/2018,3,17
65969005,1004472308,12/31/2018,3,14
97013663,1004477704,12/31/2018,3,11
53240352,1004008072,12/31/2018,3,27.915
98765292,1004062699,12/31/2018,3,18
52363480,1004048859,12/31/2018,3,11
99652365,1004081223,12/31/2018,3,18
68936990,1004014103,12/31/2018,3,16.5
96731000,1004406440,12/31/2018,3,10.5
85060495,1004241771,12/31/2018,3,50.05
98529110,1004050599,12/31/2018,3,18
97407203,1004224517,12/31/2018,3,11
64429532,1004147308,12/31/2018,3,18.4
98784481,1004120015,12/31/2018,3,18
99890902,1004218496,12/31/2018,3,15
